1216.93	1185.21	1175.76	1185.21	1216.94	1161.28	1159.38	1157.27	1102.93	1102.04	1103.01	531.918	528.892	529.673	485.51	487.913	487.472	1215.93	592.601	581.243	582.065	
1185.21	1260.85	1239.33	1260.85	1185.61	1160.77	1159.52	1156.45	1113.53	1112.61	1113.24	584.425	581.553	581.952	479.365	482.365	481.858	1185.34	601.142	600.98	597.097	
1175.76	1239.33	1246.12	1239.33	1176.18	1153.39	1151.82	1149.02	1104.27	1103.55	1104.26	577.888	574.561	575.398	490.569	493.29	493.283	1174.54	600.158	603.371	598.419	
1185.21	1260.85	1239.33	1260.85	1185.61	1160.77	1159.52	1156.45	1113.53	1112.61	1113.24	584.425	581.553	581.952	479.365	482.365	481.858	1185.34	601.142	600.98	597.097	
1216.94	1185.61	1176.18	1185.61	1217.61	1161.33	1159.46	1157.33	1103.39	1102.42	1103.49	532.244	529.333	529.994	486.333	488.736	488.297	1216.4	594.599	582.825	584.262	
1161.28	1160.77	1153.39	1160.77	1161.33	1239.21	1237.43	1235.72	1119.6	1117.92	1118.46	544.732	541.404	541.813	488.573	490.74	489.863	1158.51	642.797	629.667	638.213	
1159.38	1159.52	1151.82	1159.52	1159.46	1237.43	1236.66	1234.34	1120.06	1118.42	1118.92	544.413	541.387	541.662	489.137	491.321	490.465	1156.87	642.202	629.447	638.203	
1157.27	1156.45	1149.02	1156.45	1157.33	1235.72	1234.34	1234.13	1117.28	1115.64	1116.3	540.852	537.844	538.005	484.425	486.602	485.803	1154.85	642.205	626.99	638.135	
1102.93	1113.53	1104.27	1113.53	1103.39	1119.6	1120.06	1117.28	1185.21	1183.45	1182.99	524.138	522.573	522.086	475.593	477.243	476.566	1103.71	597.027	596.793	602.296	
1102.04	1112.61	1103.55	1112.61	1102.42	1117.92	1118.42	1115.64	1183.45	1183.26	1182.5	524.805	523.404	522.857	472.963	474.535	473.863	1102.69	595.673	594.961	600.697	
1103.01	1113.24	1104.26	1113.24	1103.49	1118.46	1118.92	1116.3	1182.99	1182.5	1183.05	521.771	520.32	519.786	475.218	476.714	476.262	1103.76	598.53	595.465	604.218	
531.918	584.425	577.888	584.425	532.244	544.732	544.413	540.852	524.138	524.805	521.771	1364	1362.91	1363.87	514.12	516.315	515.206	530.382	484.463	514.921	524.539	
528.892	581.553	574.561	581.553	529.333	541.404	541.387	537.844	522.573	523.404	520.32	1362.91	1363.28	1363.47	512.478	514.682	513.578	527.726	482.227	512.471	523.477	
529.673	581.952	575.398	581.952	529.994	541.813	541.662	538.005	522.086	522.857	519.786	1363.87	1363.47	1364.95	512.986	515.166	514.058	528.273	480.021	511.472	521.749	
485.51	479.365	490.569	479.365	486.333	488.573	489.137	484.425	475.593	472.963	475.218	514.12	512.478	512.986	1154.82	1156.65	1157.56	487.911	623.221	627.194	597.062	
487.913	482.365	493.29	482.365	488.736	490.74	491.321	486.602	477.243	474.535	476.714	516.315	514.682	515.166	1156.65	1159.99	1160.24	490.302	625.163	628.344	598.105	
487.472	481.858	493.283	481.858	488.297	489.863	490.465	485.803	476.566	473.863	476.262	515.206	513.578	514.058	1157.56	1160.24	1161.16	489.816	625.562	627.925	599.498	
1215.93	1185.34	1174.54	1185.34	1216.4	1158.51	1156.87	1154.85	1103.71	1102.69	1103.76	530.382	527.726	528.273	487.911	490.302	489.816	1218.68	586.537	576.311	577.306	
592.601	601.142	600.158	601.142	594.599	642.797	642.202	642.205	597.027	595.673	598.53	484.463	482.227	480.021	623.221	625.163	625.562	586.537	1295.63	1157.67	1195.13	
581.243	600.98	603.371	600.98	582.825	629.667	629.447	626.99	596.793	594.961	595.465	514.921	512.471	511.472	627.194	628.344	627.925	576.311	1157.67	1319.06	1155.54	
582.065	597.097	598.419	597.097	584.262	638.213	638.203	638.135	602.296	600.697	604.218	524.539	523.477	521.749	597.062	598.105	599.498	577.306	1195.13	1155.54	1294.28	
